0.00, 0.00
0.02, 0.48
0.03, 2.38
0.04, 3.33
0.05, 4.28
0.06, 5.71
0.07, 6.19
0.08, 6.66
0.09, 7.14
0.10, 8.09
0.11, 8.09
0.12, 9.04
0.13, 9.04
0.14, 9.52
0.15, 10.00
0.16, 10.00
0.17, 10.47
0.18, 10.95
0.19, 10.95
0.20, 10.95
0.21, 11.42
0.22, 11.90
0.23, 11.42
0.24, 12.38
0.25, 11.90
0.26, 12.38
0.27, 12.38
0.28, 12.85
0.29, 12.38
0.30, 12.85
0.31, 13.33
0.32, 12.85
0.33, 13.33
0.34, 13.33
0.35, 13.33
0.36, 13.33
0.37, 13.33
0.38, 13.80
0.39, 13.80
0.40, 13.33
0.41, 13.80
0.42, 13.80
0.43, 14.28
0.44, 13.80
0.45, 13.80
0.46, 14.28
0.47, 13.80
0.48, 14.28
0.49, 13.80
0.50, 14.28
0.51, 14.28
0.52, 14.28
0.53, 14.28
0.54, 14.28
0.55, 14.28
0.56, 14.28
0.57, 14.28
0.58, 14.28
0.59, 14.76
0.60, 14.28
0.61, 14.76
0.62, 14.28
0.63, 14.28
0.64, 14.76
0.65, 14.28
0.66, 14.76
0.67, 14.28
0.68, 14.76
0.69, 14.28
0.70, 14.76
0.71, 14.28
0.72, 14.76
0.73, 14.76
0.74, 14.28
0.75, 14.76
0.76, 14.28
0.77, 14.76
0.78, 14.76
0.79, 14.28
0.80, 14.76
0.81, 14.76
0.82, 14.76
0.83, 14.28
0.84, 14.76
0.85, 14.76
0.86, 14.28
0.87, 14.76
0.88, 14.76
0.89, 14.76
0.90, 14.28
0.91, 14.76
0.92, 14.76
0.93, 14.76
0.94, 14.28
0.95, 14.76
0.96, 14.76
0.97, 14.76
0.98, 14.76
0.99, 14.76
1.00, 14.28
1.01, 14.76
1.02, 14.76
1.03, 14.76
1.04, 14.76
1.05, 14.76
1.06, 14.28
1.07, 14.76
1.08, 14.76
1.09, 14.76
1.10, 14.76
1.11, 14.28
1.12, 14.76
1.13, 14.76
1.14, 14.76
1.15, 14.76
1.16, 14.76
1.17, 14.76
1.18, 14.28
1.19, 14.76
1.20, 14.76
1.21, 14.76
1.22, 14.76
1.23, 14.28
1.24, 15.23
1.25, 14.28
1.26, 14.76
1.27, 14.76
1.28, 14.76
1.29, 14.76
1.30, 14.28
1.31, 15.23
1.32, 14.28
1.33, 14.76
1.34, 14.76
1.35, 14.76
1.36, 14.76
1.37, 14.28
1.38, 15.23
1.39, 14.28
1.40, 14.76
1.41, 14.76
1.42, 14.76
1.43, 14.76
1.44, 14.76
1.45, 14.76
1.46, 14.28
1.47, 14.76
1.48, 14.76
1.49, 14.76
1.50, 14.76
1.51, 14.76
1.52, 14.76
1.53, 14.28
1.54, 15.23
1.55, 14.28
1.56, 14.76
1.57, 14.76
1.58, 14.76
1.59, 14.76
1.60, 14.76
1.61, 14.76
1.62, 14.28
1.63, 14.76
1.64, 14.76
1.65, 14.76
1.66, 14.76
1.67, 14.76
1.68, 14.76
1.69, 14.76
1.70, 14.76
1.71, 14.28
1.72, 14.76
1.73, 14.76
1.74, 14.76
1.75, 14.76
1.76, 14.76
1.77, 14.76
1.78, 14.76
1.79, 14.76
1.80, 14.28
1.81, 15.23
1.82, 14.28
1.83, 14.76
1.84, 14.76
1.85, 14.76
1.86, 14.76
1.87, 14.76
1.88, 14.76
1.89, 14.76
1.90, 14.76
1.91, 14.28
1.92, 15.23
1.93, 14.28
1.94, 14.76
1.95, 14.76
1.96, 14.76
1.97, 14.76
1.98, 14.76
1.99, 14.76
2.00, 14.76
2.01, 14.76
2.02, 14.76
2.03, 14.76
2.04, 14.28
2.05, 15.23
2.06, 14.28
2.07, 14.76
2.08, 14.76
2.09, 14.76
2.10, 14.76
2.11, 14.76
2.12, 14.76
2.13, 14.76
2.14, 14.76
2.15, 14.76
2.16, 14.76
2.17, 14.76
2.18, 14.76
2.19, 14.76
2.20, 14.76
2.21, 14.28
2.22, 15.23
2.23, 14.28
2.24, 14.76
2.25, 14.76
2.26, 14.76
2.27, 14.76
2.28, 14.76
2.29, 14.76
2.30, 14.76
2.31, 14.76
2.32, 14.76
2.33, 14.76
2.34, 14.76
2.35, 14.76
2.36, 14.76
2.37, 14.76
2.38, 14.76
2.39, 14.76
2.40, 14.76
2.41, 14.76
2.42, 14.28
2.43, 15.23
2.44, 14.28
2.45, 15.23
2.46, 14.28
2.47, 14.76
2.48, 14.76
2.49, 14.76
2.50, 14.76
2.51, 14.76
2.52, 14.76
2.53, 14.76
2.54, 14.76
2.55, 14.76
2.56, 14.76
2.57, 14.76
2.58, 14.76
2.59, 14.76
2.60, 14.76
2.61, 14.76
2.62, 14.76
2.63, 14.76
2.64, 14.76
2.65, 14.76
2.66, 14.76
2.67, 14.76
2.68, 14.76
2.69, 14.76
2.70, 14.76
2.71, 14.76
2.72, 14.76
2.73, 14.76
2.74, 14.76
2.75, 14.76
2.76, 14.76
2.77, 14.76
2.78, 14.76
2.79, 14.76
2.80, 14.76
2.81, 14.76
2.82, 14.76
2.83, 14.76
2.84, 14.76
2.85, 14.76
2.86, 14.76
2.87, 14.76
2.88, 14.76
2.89, 14.76
2.90, 14.76
2.91, 14.76
2.92, 14.76
2.93, 14.76
2.94, 14.76
2.95, 14.76
2.96, 14.76
2.97, 14.76
2.98, 14.76
2.99, 14.28
3.00, 15.23
3.01, 14.76
3.02, 14.76
3.03, 14.76
3.04, 14.76
3.05, 14.28
3.06, 15.23
3.07, 14.76
3.08, 14.28
